"date","Item","Element","Value"
2018-03-27,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-19.5
2018-03-27,"CORN - CBoT","Smart money net position (% of OI)",-25.9
2018-03-27,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-61.5
2018-03-27,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.5
2018-03-27,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-10.1
2018-03-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",4.9
2018-03-27,"GOLD - CE","Smart money net position (% of OI)",-33.7
2018-03-27,"LEAN HOGS - CME","Smart money net position (% of OI)",-25.1
2018-03-27,"LIVE CATTLE - CME","Smart money net position (% of OI)",-42.2
2018-03-27,"MILK, Class III - CME","Smart money net position (% of OI)",-17.8
2018-03-27,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.6
2018-03-27,"PALLADIUM - NYME","Smart money net position (% of OI)",-44
2018-03-27,"PLATINUM - NYME","Smart money net position (% of OI)",-33.5
2018-03-27,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39
2018-03-27,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-1.4
2018-03-27,"SILVER - CE","Smart money net position (% of OI)",-12.4
2018-03-27,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-50.6
2018-03-27,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-26.2
2018-03-27,"SOYBEANS - CBoT","Smart money net position (% of OI)",-28.2
2018-03-27,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-8.1
2018-03-27,"COCOA - ICE","Speculators net position (% of OI)",22.6
2018-03-27,"COFFEE C - ICE","Speculators net position (% of OI)",2.9
2018-03-27,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",19.6
2018-03-27,"CORN - CBoT","Speculators net position (% of OI)",25.9
2018-03-27,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",61.4
2018-03-27,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.50000000000001
2018-03-27,"FEEDER CATTLE - CME","Speculators net position (% of OI)",10.1
2018-03-27,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-4.8
2018-03-27,"GOLD - CE","Speculators net position (% of OI)",33.7
2018-03-27,"LEAN HOGS - CME","Speculators net position (% of OI)",25.1
2018-03-27,"LIVE CATTLE - CME","Speculators net position (% of OI)",42.3
2018-03-27,"MILK, Class III - CME","Speculators net position (% of OI)",17.7
2018-03-27,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.6
2018-03-27,"PALLADIUM - NYME","Speculators net position (% of OI)",44.1
2018-03-27,"PLATINUM - NYME","Speculators net position (% of OI)",33.5
2018-03-27,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",38.9
2018-03-27,"ROUGH RICE - CBoT","Speculators net position (% of OI)",1.6
2018-03-27,"SILVER - CE","Speculators net position (% of OI)",12.3
2018-03-27,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",50.5
2018-03-27,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",26.1
2018-03-27,"SOYBEANS - CBoT","Speculators net position (% of OI)",28.1
2018-03-27,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",8.1
2018-04-03,"COCOA - ICE","Smart money net position (% of OI)",-22.4
2018-04-03,"COFFEE C - ICE","Smart money net position (% of OI)",-1.9
2018-04-03,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-20.1
2018-04-03,"CORN - CBoT","Smart money net position (% of OI)",-28.7
2018-04-03,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-60.3
2018-04-03,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.4
2018-04-03,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-9.5
2018-04-03,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",5
2018-04-03,"GOLD - CE","Smart money net position (% of OI)",-33.9
2018-04-03,"LEAN HOGS - CME","Smart money net position (% of OI)",-23.5
2018-04-03,"LIVE CATTLE - CME","Smart money net position (% of OI)",-39.1
2018-04-03,"MILK, Class III - CME","Smart money net position (% of OI)",-18
2018-04-03,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.2
2018-04-03,"PALLADIUM - NYME","Smart money net position (% of OI)",-37.6
2018-04-03,"PLATINUM - NYME","Smart money net position (% of OI)",-30.1
2018-04-03,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-39.1
2018-04-03,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-2.4
2018-04-03,"SILVER - CE","Smart money net position (% of OI)",-10.5
2018-04-03,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-49.9
2018-04-03,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-27.8
2018-04-03,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30.3
2018-04-03,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-7.5
2018-04-03,"COCOA - ICE","Speculators net position (% of OI)",22.5
2018-04-03,"COFFEE C - ICE","Speculators net position (% of OI)",1.9
2018-04-03,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",20.1
2018-04-03,"CORN - CBoT","Speculators net position (% of OI)",28.5
2018-04-03,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",60.2
2018-04-03,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.3
2018-04-03,"FEEDER CATTLE - CME","Speculators net position (% of OI)",9.3
2018-04-03,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-5.1
2018-04-03,"GOLD - CE","Speculators net position (% of OI)",33.8
2018-04-03,"LEAN HOGS - CME","Speculators net position (% of OI)",23.4
2018-04-03,"LIVE CATTLE - CME","Speculators net position (% of OI)",39.1
2018-04-03,"MILK, Class III - CME","Speculators net position (% of OI)",18
2018-04-03,"NATURAL GAS - NYME","Speculators net position (% of OI)",1.2
2018-04-03,"PALLADIUM - NYME","Speculators net position (% of OI)",37.7
2018-04-03,"PLATINUM - NYME","Speculators net position (% of OI)",30.2
2018-04-03,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",39.2
2018-04-03,"ROUGH RICE - CBoT","Speculators net position (% of OI)",2.5
2018-04-03,"SILVER - CE","Speculators net position (% of OI)",10.6
2018-04-03,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",49.9
2018-04-03,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",27.8
2018-04-03,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.3
2018-04-03,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",7.6
2018-04-10,"COCOA - ICE","Smart money net position (% of OI)",-24.9
2018-04-10,"COFFEE C - ICE","Smart money net position (% of OI)",-3.1
2018-04-10,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-22.9
2018-04-10,"CORN - CBoT","Smart money net position (% of OI)",-29.3
2018-04-10,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-61.6
2018-04-10,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-4.1
2018-04-10,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-11.2
2018-04-10,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",5
2018-04-10,"GOLD - CE","Smart money net position (% of OI)",-33.1
2018-04-10,"LEAN HOGS - CME","Smart money net position (% of OI)",-21.5
2018-04-10,"LIVE CATTLE - CME","Smart money net position (% of OI)",-36.7
2018-04-10,"MILK, Class III - CME","Smart money net position (% of OI)",-22.7
2018-04-10,"NATURAL GAS - NYME","Smart money net position (% of OI)",-0.9
2018-04-10,"PALLADIUM - NYME","Smart money net position (% of OI)",-32.3
2018-04-10,"PLATINUM - NYME","Smart money net position (% of OI)",-28.8
2018-04-10,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-37.3
2018-04-10,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-11.2
2018-04-10,"SILVER - CE","Smart money net position (% of OI)",-9.3
2018-04-10,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-48.6
2018-04-10,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-24.3
2018-04-10,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30
2018-04-10,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-8.6
2018-04-10,"COCOA - ICE","Speculators net position (% of OI)",24.9
2018-04-10,"COFFEE C - ICE","Speculators net position (% of OI)",3.2
2018-04-10,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",22.8
2018-04-10,"CORN - CBoT","Speculators net position (% of OI)",29.4
2018-04-10,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",61.5
2018-04-10,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",4.1
2018-04-10,"FEEDER CATTLE - CME","Speculators net position (% of OI)",11.2
2018-04-10,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",-5
2018-04-10,"GOLD - CE","Speculators net position (% of OI)",33
2018-04-10,"LEAN HOGS - CME","Speculators net position (% of OI)",21.4
2018-04-10,"LIVE CATTLE - CME","Speculators net position (% of OI)",36.7
2018-04-10,"MILK, Class III - CME","Speculators net position (% of OI)",22.8
2018-04-10,"NATURAL GAS - NYME","Speculators net position (% of OI)",0.9
2018-04-10,"PALLADIUM - NYME","Speculators net position (% of OI)",32.3
2018-04-10,"PLATINUM - NYME","Speculators net position (% of OI)",28.8
2018-04-10,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",37.2
2018-04-10,"ROUGH RICE - CBoT","Speculators net position (% of OI)",11
2018-04-10,"SILVER - CE","Speculators net position (% of OI)",9.4
2018-04-10,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",48.5
2018-04-10,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",24.4
2018-04-10,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.1
2018-04-10,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",8.6
2018-04-17,"COCOA - ICE","Smart money net position (% of OI)",-27.2
2018-04-17,"COFFEE C - ICE","Smart money net position (% of OI)",-1.6
2018-04-17,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-28.8
2018-04-17,"CORN - CBoT","Smart money net position (% of OI)",-28.1
2018-04-17,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-64.4
2018-04-17,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.9
2018-04-17,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-10.6
2018-04-17,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-1.1
2018-04-17,"GOLD - CE","Smart money net position (% of OI)",-34
2018-04-17,"LEAN HOGS - CME","Smart money net position (% of OI)",-21.5
2018-04-17,"LIVE CATTLE - CME","Smart money net position (% of OI)",-34.5
2018-04-17,"MILK, Class III - CME","Smart money net position (% of OI)",-22.5
2018-04-17,"NATURAL GAS - NYME","Smart money net position (% of OI)",-1.2
2018-04-17,"PALLADIUM - NYME","Smart money net position (% of OI)",-33
2018-04-17,"PLATINUM - NYME","Smart money net position (% of OI)",-28.7
2018-04-17,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-38.2
2018-04-17,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-22
2018-04-17,"SILVER - CE","Smart money net position (% of OI)",-12.2
2018-04-17,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-45.8
2018-04-17,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-22.1
2018-04-17,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30.7
2018-04-17,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-9.5
2018-04-17,"COCOA - ICE","Speculators net position (% of OI)",27.2
2018-04-17,"COFFEE C - ICE","Speculators net position (% of OI)",1.6
2018-04-17,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",28.7
2018-04-17,"CORN - CBoT","Speculators net position (% of OI)",28.1
2018-04-17,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",64.4
2018-04-17,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.9
2018-04-17,"FEEDER CATTLE - CME","Speculators net position (% of OI)",10.7
2018-04-17,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",1.2
2018-04-17,"GOLD - CE","Speculators net position (% of OI)",34.2
2018-04-17,"LEAN HOGS - CME","Speculators net position (% of OI)",21.5
2018-04-17,"LIVE CATTLE - CME","Speculators net position (% of OI)",34.3
2018-04-17,"MILK, Class III - CME","Speculators net position (% of OI)",22.6
2018-04-17,"NATURAL GAS - NYME","Speculators net position (% of OI)",0.999999999999999
2018-04-17,"PALLADIUM - NYME","Speculators net position (% of OI)",33.1
2018-04-17,"PLATINUM - NYME","Speculators net position (% of OI)",28.8
2018-04-17,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",38.1
2018-04-17,"ROUGH RICE - CBoT","Speculators net position (% of OI)",22
2018-04-17,"SILVER - CE","Speculators net position (% of OI)",12.1
2018-04-17,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",45.8
2018-04-17,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",22.1
2018-04-17,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.6
2018-04-17,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",9.4
2018-04-24,"COCOA - ICE","Smart money net position (% of OI)",-28.2
2018-04-24,"COFFEE C - ICE","Smart money net position (% of OI)",-4
2018-04-24,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-31.9
2018-04-24,"CORN - CBoT","Smart money net position (% of OI)",-28.8
2018-04-24,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-66.9
2018-04-24,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-3.1
2018-04-24,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-8.6
2018-04-24,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-7.9
2018-04-24,"GOLD - CE","Smart money net position (% of OI)",-32.2
2018-04-24,"LEAN HOGS - CME","Smart money net position (% of OI)",-21.4
2018-04-24,"LIVE CATTLE - CME","Smart money net position (% of OI)",-32.4
2018-04-24,"MILK, Class III - CME","Smart money net position (% of OI)",-23.1
2018-04-24,"NATURAL GAS - NYME","Smart money net position (% of OI)",-0.5
2018-04-24,"PALLADIUM - NYME","Smart money net position (% of OI)",-33.1
2018-04-24,"PLATINUM - NYME","Smart money net position (% of OI)",-29.6
2018-04-24,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-37.8
2018-04-24,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-30.1
2018-04-24,"SILVER - CE","Smart money net position (% of OI)",-16.1
2018-04-24,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-45
2018-04-24,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-19.7
2018-04-24,"SOYBEANS - CBoT","Smart money net position (% of OI)",-30.4
2018-04-24,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-9.4
2018-04-24,"COCOA - ICE","Speculators net position (% of OI)",28.1
2018-04-24,"COFFEE C - ICE","Speculators net position (% of OI)",3.9
2018-04-24,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",31.8
2018-04-24,"CORN - CBoT","Speculators net position (% of OI)",28.8
2018-04-24,"COTTON NO. 2 - ICE","Speculators net position (% of OI)",66.9
2018-04-24,"CRUDE OIL, LIGHT SWEET - NYME","Speculators net position (% of OI)",3.3
2018-04-24,"FEEDER CATTLE - CME","Speculators net position (% of OI)",8.6
2018-04-24,"FRZN CONCENTRATED ORANGE JUICE - ICE","Speculators net position (% of OI)",7.9
2018-04-24,"GOLD - CE","Speculators net position (% of OI)",32.3
2018-04-24,"LEAN HOGS - CME","Speculators net position (% of OI)",21.4
2018-04-24,"LIVE CATTLE - CME","Speculators net position (% of OI)",32.5
2018-04-24,"MILK, Class III - CME","Speculators net position (% of OI)",23
2018-04-24,"NATURAL GAS - NYME","Speculators net position (% of OI)",0.600000000000002
2018-04-24,"PALLADIUM - NYME","Speculators net position (% of OI)",33.2
2018-04-24,"PLATINUM - NYME","Speculators net position (% of OI)",29.5
2018-04-24,"RANDOM LENGTH LUMBER - CME","Speculators net position (% of OI)",37.8
2018-04-24,"ROUGH RICE - CBoT","Speculators net position (% of OI)",30.1
2018-04-24,"SILVER - CE","Speculators net position (% of OI)",16.2
2018-04-24,"SOYBEAN MEAL - CBoT","Speculators net position (% of OI)",45
2018-04-24,"SOYBEAN OIL - CBoT","Speculators net position (% of OI)",19.7
2018-04-24,"SOYBEANS - CBoT","Speculators net position (% of OI)",30.2
2018-04-24,"SUGAR NO. 11 - ICE","Speculators net position (% of OI)",9.5
2018-05-01,"COCOA - ICE","Smart money net position (% of OI)",-27.7
2018-05-01,"COFFEE C - ICE","Smart money net position (% of OI)",-8.6
2018-05-01,"COPPER-GRADE #1 - CE","Smart money net position (% of OI)",-29.8
2018-05-01,"CORN - CBoT","Smart money net position (% of OI)",-33.3
2018-05-01,"COTTON NO. 2 - ICE","Smart money net position (% of OI)",-67.3
2018-05-01,"CRUDE OIL, LIGHT SWEET - NYME","Smart money net position (% of OI)",-2.8
2018-05-01,"FEEDER CATTLE - CME","Smart money net position (% of OI)",-7.6
2018-05-01,"FRZN CONCENTRATED ORANGE JUICE - ICE","Smart money net position (% of OI)",-21.9
2018-05-01,"GOLD - CE","Smart money net position (% of OI)",-29.2
2018-05-01,"LEAN HOGS - CME","Smart money net position (% of OI)",-19.1
2018-05-01,"LIVE CATTLE - CME","Smart money net position (% of OI)",-30.7
2018-05-01,"MILK, Class III - CME","Smart money net position (% of OI)",-22.7
2018-05-01,"NATURAL GAS - NYME","Smart money net position (% of OI)",0
2018-05-01,"PALLADIUM - NYME","Smart money net position (% of OI)",-33.3
2018-05-01,"PLATINUM - NYME","Smart money net position (% of OI)",-23.9
2018-05-01,"RANDOM LENGTH LUMBER - CME","Smart money net position (% of OI)",-45.1
2018-05-01,"ROUGH RICE - CBoT","Smart money net position (% of OI)",-31.3
2018-05-01,"SILVER - CE","Smart money net position (% of OI)",-13.1
2018-05-01,"SOYBEAN MEAL - CBoT","Smart money net position (% of OI)",-51.1
2018-05-01,"SOYBEAN OIL - CBoT","Smart money net position (% of OI)",-15.2
2018-05-01,"SOYBEANS - CBoT","Smart money net position (% of OI)",-34.7
2018-05-01,"SUGAR NO. 11 - ICE","Smart money net position (% of OI)",-10.4
2018-05-01,"COCOA - ICE","Speculators net position (% of OI)",27.7
2018-05-01,"COFFEE C - ICE","Speculators net position (% of OI)",8.5
2018-05-01,"COPPER-GRADE #1 - CE","Speculators net position (% of OI)",29.7
2018-05-01,"CORN - CBoT","Speculators net position (% of OI)",33.3
